"","year","county","dem","rep","dem_v","dem_s","rep_v","rep_s"
"5259",2020,40093,"Joseph R. Biden, Jr.","Donald J. Trump",320,"9.23%",3084,"88.95%"
"5260",2020,40095,"Joseph R. Biden, Jr.","Donald J. Trump",1100,"18.14%",4891,"80.66%"
"5261",2020,40097,"Joseph R. Biden, Jr.","Donald J. Trump",3581,"21.54%",12749,"76.68%"
"5262",2020,40099,"Joseph R. Biden, Jr.","Donald J. Trump",1156,"19.61%",4612,"78.25%"
"5263",2020,40101,"Joseph R. Biden, Jr.","Donald J. Trump",8027,"32.00%",16526,"65.89%"
"5264",2020,40103,"Joseph R. Biden, Jr.","Donald J. Trump",1003,"20.31%",3821,"77.38%"
"5265",2020,40105,"Joseph R. Biden, Jr.","Donald J. Trump",712,"16.21%",3610,"82.21%"
"5266",2020,40107,"Joseph R. Biden, Jr.","Donald J. Trump",896,"22.19%",3058,"75.73%"
"5267",2020,40109,"Joseph R. Biden, Jr.","Donald J. Trump",141724,"48.08%",145050,"49.21%"
"5268",2020,40111,"Joseph R. Biden, Jr.","Donald J. Trump",4357,"30.44%",9668,"67.55%"
"5269",2020,40113,"Joseph R. Biden, Jr.","Donald J. Trump",6002,"29.22%",14121,"68.76%"
"5270",2020,40115,"Joseph R. Biden, Jr.","Donald J. Trump",2686,"23.48%",8545,"74.71%"
"5271",2020,40117,"Joseph R. Biden, Jr.","Donald J. Trump",1363,"20.09%",5267,"77.62%"
"5272",2020,40119,"Joseph R. Biden, Jr.","Donald J. Trump",10904,"36.78%",17813,"60.09%"
"5273",2020,40121,"Joseph R. Biden, Jr.","Donald J. Trump",3768,"21.02%",13851,"77.28%"
"5274",2020,40123,"Joseph R. Biden, Jr.","Donald J. Trump",4117,"26.87%",10805,"70.53%"
"5275",2020,40125,"Joseph R. Biden, Jr.","Donald J. Trump",7275,"25.81%",20240,"71.81%"
"5276",2020,40127,"Joseph R. Biden, Jr.","Donald J. Trump",668,"14.10%",4016,"84.74%"
"5277",2020,40129,"Joseph R. Biden, Jr.","Donald J. Trump",168,"9.16%",1629,"88.82%"
"5278",2020,40131,"Joseph R. Biden, Jr.","Donald J. Trump",9589,"21.52%",34031,"76.38%"
"5279",2020,40133,"Joseph R. Biden, Jr.","Donald J. Trump",2150,"25.79%",6011,"72.10%"
"5280",2020,40135,"Joseph R. Biden, Jr.","Donald J. Trump",3035,"19.73%",12113,"78.73%"
"5281",2020,40137,"Joseph R. Biden, Jr.","Donald J. Trump",3154,"16.55%",15560,"81.65%"
"5282",2020,40139,"Joseph R. Biden, Jr.","Donald J. Trump",894,"16.19%",4505,"81.60%"
"5283",2020,40141,"Joseph R. Biden, Jr.","Donald J. Trump",597,"22.05%",2076,"76.66%"
"5284",2020,40143,"Joseph R. Biden, Jr.","Donald J. Trump",108996,"40.87%",150574,"56.46%"
"5285",2020,40145,"Joseph R. Biden, Jr.","Donald J. Trump",8464,"23.95%",26165,"74.04%"
"5286",2020,40147,"Joseph R. Biden, Jr.","Donald J. Trump",5790,"24.64%",17076,"72.66%"
"5287",2020,40149,"Joseph R. Biden, Jr.","Donald J. Trump",598,"12.52%",4086,"85.53%"
"5288",2020,40151,"Joseph R. Biden, Jr.","Donald J. Trump",591,"16.07%",2993,"81.38%"
"5289",2020,40153,"Joseph R. Biden, Jr.","Donald J. Trump",1005,"12.91%",6611,"84.92%"
"5290",2020,41001,"Joseph R. Biden, Jr.","Donald J. Trump",2346,"23.62%",7352,"74.02%"
"5291",2020,41003,"Joseph R. Biden, Jr.","Donald J. Trump",35827,"67.86%",14878,"28.18%"
"5292",2020,41005,"Joseph R. Biden, Jr.","Donald J. Trump",139043,"53.96%",110509,"42.89%"
"5293",2020,41007,"Joseph R. Biden, Jr.","Donald J. Trump",12916,"54.02%",10218,"42.74%"
"5294",2020,41009,"Joseph R. Biden, Jr.","Donald J. Trump",13835,"42.94%",17150,"53.23%"
"5295",2020,41011,"Joseph R. Biden, Jr.","Donald J. Trump",14243,"38.42%",21829,"58.88%"
"5296",2020,41013,"Joseph R. Biden, Jr.","Donald J. Trump",3801,"24.61%",11287,"73.06%"
"5297",2020,41015,"Joseph R. Biden, Jr.","Donald J. Trump",6058,"40.59%",8484,"56.84%"
"5298",2020,41017,"Joseph R. Biden, Jr.","Donald J. Trump",65962,"52.67%",55646,"44.43%"
"5299",2020,41019,"Joseph R. Biden, Jr.","Donald J. Trump",19160,"29.78%",43298,"67.29%"
"5300",2020,41021,"Joseph R. Biden, Jr.","Donald J. Trump",324,"27.50%",834,"70.80%"
"5301",2020,41023,"Joseph R. Biden, Jr.","Donald J. Trump",929,"20.21%",3545,"77.13%"
"5302",2020,41025,"Joseph R. Biden, Jr.","Donald J. Trump",894,"19.95%",3475,"77.55%"
"5303",2020,41027,"Joseph R. Biden, Jr.","Donald J. Trump",8764,"66.95%",3955,"30.21%"
"5304",2020,41029,"Joseph R. Biden, Jr.","Donald J. Trump",59478,"46.77%",63869,"50.23%"
"5305",2020,41031,"Joseph R. Biden, Jr.","Donald J. Trump",4393,"36.88%",7189,"60.35%"
"5306",2020,41033,"Joseph R. Biden, Jr.","Donald J. Trump",18451,"35.73%",31751,"61.48%"
"5307",2020,41035,"Joseph R. Biden, Jr.","Donald J. Trump",10388,"28.29%",25308,"68.91%"
"5308",2020,41037,"Joseph R. Biden, Jr.","Donald J. Trump",792,"18.15%",3470,"79.53%"
"5309",2020,41039,"Joseph R. Biden, Jr.","Donald J. Trump",134366,"60.46%",80336,"36.15%"
"5310",2020,41041,"Joseph R. Biden, Jr.","Donald J. Trump",17385,"56.58%",12460,"40.55%"
"5311",2020,41043,"Joseph R. Biden, Jr.","Donald J. Trump",26512,"36.50%",43486,"59.87%"
"5312",2020,41045,"Joseph R. Biden, Jr.","Donald J. Trump",3260,"27.62%",8187,"69.36%"
"5313",2020,41047,"Joseph R. Biden, Jr.","Donald J. Trump",80872,"48.86%",79002,"47.73%"
"5314",2020,41049,"Joseph R. Biden, Jr.","Donald J. Trump",1371,"26.79%",3586,"70.07%"
"5315",2020,41051,"Joseph R. Biden, Jr.","Donald J. Trump",367249,"79.21%",82995,"17.90%"
"5316",2020,41053,"Joseph R. Biden, Jr.","Donald J. Trump",22917,"47.46%",23732,"49.14%"
"5317",2020,41055,"Joseph R. Biden, Jr.","Donald J. Trump",260,"21.52%",921,"76.24%"
"5318",2020,41057,"Joseph R. Biden, Jr.","Donald J. Trump",8066,"47.76%",8354,"49.47%"
"5319",2020,41059,"Joseph R. Biden, Jr.","Donald J. Trump",10707,"32.41%",21270,"64.38%"
"5320",2020,41061,"Joseph R. Biden, Jr.","Donald J. Trump",4254,"28.47%",10298,"68.91%"
"5321",2020,41063,"Joseph R. Biden, Jr.","Donald J. Trump",1625,"31.56%",3404,"66.11%"
"5322",2020,41065,"Joseph R. Biden, Jr.","Donald J. Trump",6604,"46.74%",7035,"49.79%"
"5323",2020,41067,"Joseph R. Biden, Jr.","Donald J. Trump",209940,"65.54%",99073,"30.93%"
"5324",2020,41069,"Joseph R. Biden, Jr.","Donald J. Trump",217,"22.49%",711,"73.68%"
"5325",2020,41071,"Joseph R. Biden, Jr.","Donald J. Trump",27174,"46.12%",29551,"50.15%"
"5326",2020,42001,"Joseph R. Biden, Jr.","Donald J. Trump",18254,"32.13%",37567,"66.13%"
"5327",2020,42003,"Joseph R. Biden, Jr.","Donald J. Trump",430759,"59.43%",282913,"39.03%"
"5328",2020,42005,"Joseph R. Biden, Jr.","Donald J. Trump",8457,"23.22%",27489,"75.47%"
"5329",2020,42007,"Joseph R. Biden, Jr.","Donald J. Trump",38122,"40.38%",54759,"58.01%"
"5330",2020,42009,"Joseph R. Biden, Jr.","Donald J. Trump",4367,"15.82%",23025,"83.39%"
"5331",2020,42011,"Joseph R. Biden, Jr.","Donald J. Trump",93116,"45.08%",109926,"53.22%"
"5332",2020,42013,"Joseph R. Biden, Jr.","Donald J. Trump",17636,"27.67%",45306,"71.07%"
"5333",2020,42015,"Joseph R. Biden, Jr.","Donald J. Trump",8046,"26.61%",21600,"71.45%"
"5334",2020,42017,"Joseph R. Biden, Jr.","Donald J. Trump",204712,"51.53%",187367,"47.16%"
"5335",2020,42019,"Joseph R. Biden, Jr.","Donald J. Trump",37508,"33.00%",74359,"65.42%"
"5336",2020,42021,"Joseph R. Biden, Jr.","Donald J. Trump",21730,"30.71%",48085,"67.96%"
"5337",2020,42023,"Joseph R. Biden, Jr.","Donald J. Trump",634,"25.98%",1771,"72.58%"
"5338",2020,42025,"Joseph R. Biden, Jr.","Donald J. Trump",11212,"33.28%",21984,"65.26%"
"5339",2020,42027,"Joseph R. Biden, Jr.","Donald J. Trump",40055,"51.42%",36372,"46.70%"
"5340",2020,42029,"Joseph R. Biden, Jr.","Donald J. Trump",182372,"57.76%",128565,"40.72%"
"5341",2020,42031,"Joseph R. Biden, Jr.","Donald J. Trump",4678,"23.96%",14578,"74.67%"
"5342",2020,42033,"Joseph R. Biden, Jr.","Donald J. Trump",9673,"24.49%",29203,"73.94%"
"5343",2020,42035,"Joseph R. Biden, Jr.","Donald J. Trump",5502,"31.15%",11902,"67.39%"
"5344",2020,42037,"Joseph R. Biden, Jr.","Donald J. Trump",10532,"33.67%",20098,"64.25%"
"5345",2020,42039,"Joseph R. Biden, Jr.","Donald J. Trump",12924,"30.69%",28561,"67.82%"
"5346",2020,42041,"Joseph R. Biden, Jr.","Donald J. Trump",62245,"43.78%",77212,"54.30%"
"5347",2020,42043,"Joseph R. Biden, Jr.","Donald J. Trump",78983,"53.40%",66408,"44.90%"
"5348",2020,42045,"Joseph R. Biden, Jr.","Donald J. Trump",206709,"62.75%",118639,"36.02%"
"5349",2020,42047,"Joseph R. Biden, Jr.","Donald J. Trump",4522,"26.68%",12140,"71.64%"
"5350",2020,42049,"Joseph R. Biden, Jr.","Donald J. Trump",68286,"49.66%",66869,"48.63%"
"5351",2020,42051,"Joseph R. Biden, Jr.","Donald J. Trump",20469,"32.87%",41251,"66.24%"
"5352",2020,42053,"Joseph R. Biden, Jr.","Donald J. Trump",728,"27.43%",1882,"70.91%"
"5353",2020,42055,"Joseph R. Biden, Jr.","Donald J. Trump",22422,"27.67%",57245,"70.65%"
"5354",2020,42057,"Joseph R. Biden, Jr.","Donald J. Trump",1085,"13.58%",6824,"85.41%"
"5355",2020,42059,"Joseph R. Biden, Jr.","Donald J. Trump",4911,"27.75%",12579,"71.08%"
"5356",2020,42061,"Joseph R. Biden, Jr.","Donald J. Trump",5445,"23.84%",17061,"74.69%"
"5357",2020,42063,"Joseph R. Biden, Jr.","Donald J. Trump",12634,"30.60%",28089,"68.03%"
"5358",2020,42065,"Joseph R. Biden, Jr.","Donald J. Trump",4529,"19.80%",17964,"78.54%"
"5359",2020,42067,"Joseph R. Biden, Jr.","Donald J. Trump",2253,"18.66%",9649,"79.93%"
"5360",2020,42069,"Joseph R. Biden, Jr.","Donald J. Trump",61991,"53.58%",52334,"45.23%"
"5361",2020,42071,"Joseph R. Biden, Jr.","Donald J. Trump",115847,"41.17%",160209,"56.94%"
"5362",2020,42073,"Joseph R. Biden, Jr.","Donald J. Trump",15978,"34.59%",29597,"64.08%"
"5363",2020,42075,"Joseph R. Biden, Jr.","Donald J. Trump",23932,"33.30%",46731,"65.03%"
"5364",2020,42077,"Joseph R. Biden, Jr.","Donald J. Trump",98498,"53.05%",84418,"45.47%"
"5365",2020,42079,"Joseph R. Biden, Jr.","Donald J. Trump",64873,"42.26%",86929,"56.63%"
"5366",2020,42081,"Joseph R. Biden, Jr.","Donald J. Trump",16971,"28.57%",41462,"69.80%"
"5367",2020,42083,"Joseph R. Biden, Jr.","Donald J. Trump",5098,"26.13%",14083,"72.18%"
"5368",2020,42085,"Joseph R. Biden, Jr.","Donald J. Trump",21067,"36.25%",36143,"62.19%"
"5369",2020,42087,"Joseph R. Biden, Jr.","Donald J. Trump",4603,"21.36%",16670,"77.37%"
"5370",2020,42089,"Joseph R. Biden, Jr.","Donald J. Trump",44060,"52.43%",38726,"46.08%"
"5371",2020,42091,"Joseph R. Biden, Jr.","Donald J. Trump",319511,"62.41%",185460,"36.23%"
"5372",2020,42093,"Joseph R. Biden, Jr.","Donald J. Trump",3771,"38.41%",5844,"59.53%"
"5373",2020,42095,"Joseph R. Biden, Jr.","Donald J. Trump",85087,"49.64%",83854,"48.92%"
"5374",2020,42097,"Joseph R. Biden, Jr.","Donald J. Trump",12703,"29.94%",28975,"68.28%"
"5375",2020,42099,"Joseph R. Biden, Jr.","Donald J. Trump",5950,"24.06%",18293,"73.98%"
"5376",2020,42101,"Joseph R. Biden, Jr.","Donald J. Trump",604175,"81.21%",132870,"17.86%"
"5377",2020,42103,"Joseph R. Biden, Jr.","Donald J. Trump",13052,"40.02%",19241,"58.99%"
"5378",2020,42105,"Joseph R. Biden, Jr.","Donald J. Trump",1726,"19.00%",7239,"79.68%"
"5379",2020,42107,"Joseph R. Biden, Jr.","Donald J. Trump",20727,"29.29%",48871,"69.07%"
"5380",2020,42109,"Joseph R. Biden, Jr.","Donald J. Trump",4910,"25.60%",13983,"72.90%"
"5381",2020,42111,"Joseph R. Biden, Jr.","Donald J. Trump",8654,"21.30%",31466,"77.45%"
"5382",2020,42113,"Joseph R. Biden, Jr.","Donald J. Trump",921,"25.60%",2619,"72.79%"
"5383",2020,42115,"Joseph R. Biden, Jr.","Donald J. Trump",6236,"28.59%",15207,"69.72%"
"5384",2020,42117,"Joseph R. Biden, Jr.","Donald J. Trump",4955,"23.45%",15742,"74.51%"
"5385",2020,42119,"Joseph R. Biden, Jr.","Donald J. Trump",7475,"37.02%",12356,"61.19%"
"5386",2020,42121,"Joseph R. Biden, Jr.","Donald J. Trump",7585,"28.51%",18569,"69.81%"
"5387",2020,42123,"Joseph R. Biden, Jr.","Donald J. Trump",6066,"29.37%",14237,"68.92%"
"5388",2020,42125,"Joseph R. Biden, Jr.","Donald J. Trump",45088,"37.97%",72080,"60.70%"
"5389",2020,42127,"Joseph R. Biden, Jr.","Donald J. Trump",9191,"32.65%",18637,"66.21%"
"5390",2020,42129,"Joseph R. Biden, Jr.","Donald J. Trump",72192,"35.16%",130299,"63.46%"
"5391",2020,42131,"Joseph R. Biden, Jr.","Donald J. Trump",4704,"31.57%",9936,"66.68%"
"5392",2020,42133,"Joseph R. Biden, Jr.","Donald J. Trump",88114,"36.85%",146733,"61.36%"
"5393",2020,44001,"Joseph R. Biden, Jr.","Donald J. Trump",18050,"63.52%",9745,"34.30%"
"5394",2020,44003,"Joseph R. Biden, Jr.","Donald J. Trump",49113,"52.76%",42001,"45.12%"
"5395",2020,44005,"Joseph R. Biden, Jr.","Donald J. Trump",29486,"63.89%",15722,"34.07%"
"5396",2020,44007,"Joseph R. Biden, Jr.","Donald J. Trump",165012,"60.52%",102551,"37.61%"
"5397",2020,44009,"Joseph R. Biden, Jr.","Donald J. Trump",44549,"58.57%",29818,"39.20%"
"5398",2020,45001,"Joseph R. Biden, Jr.","Donald J. Trump",4101,"32.98%",8215,"66.07%"
"5399",2020,45003,"Joseph R. Biden, Jr.","Donald J. Trump",32275,"37.89%",51589,"60.56%"
"5400",2020,45005,"Joseph R. Biden, Jr.","Donald J. Trump",2718,"75.65%",835,"23.24%"
"5401",2020,45007,"Joseph R. Biden, Jr.","Donald J. Trump",27169,"28.27%",67565,"70.31%"
"5402",2020,45009,"Joseph R. Biden, Jr.","Donald J. Trump",4010,"61.86%",2417,"37.29%"
"5403",2020,45011,"Joseph R. Biden, Jr.","Donald J. Trump",4720,"45.73%",5492,"53.21%"
"5404",2020,45013,"Joseph R. Biden, Jr.","Donald J. Trump",43419,"44.38%",53194,"54.37%"
"5405",2020,45015,"Joseph R. Biden, Jr.","Donald J. Trump",45223,"43.29%",57397,"54.95%"
"5406",2020,45017,"Joseph R. Biden, Jr.","Donald J. Trump",3905,"47.10%",4305,"51.92%"
"5407",2020,45019,"Joseph R. Biden, Jr.","Donald J. Trump",121485,"55.51%",93297,"42.63%"
"5408",2020,45021,"Joseph R. Biden, Jr.","Donald J. Trump",6983,"27.63%",18043,"71.40%"
"5409",2020,45023,"Joseph R. Biden, Jr.","Donald J. Trump",6941,"44.05%",8660,"54.96%"
"5410",2020,45025,"Joseph R. Biden, Jr.","Donald J. Trump",7431,"39.37%",11297,"59.85%"
"5411",2020,45027,"Joseph R. Biden, Jr.","Donald J. Trump",8250,"49.30%",8361,"49.97%"
"5412",2020,45029,"Joseph R. Biden, Jr.","Donald J. Trump",8602,"44.61%",10440,"54.14%"
"5413",2020,45031,"Joseph R. Biden, Jr.","Donald J. Trump",15220,"46.95%",16832,"51.92%"
"5414",2020,45033,"Joseph R. Biden, Jr.","Donald J. Trump",6436,"49.13%",6582,"50.24%"
"5415",2020,45035,"Joseph R. Biden, Jr.","Donald J. Trump",33824,"43.77%",41913,"54.24%"
"5416",2020,45037,"Joseph R. Biden, Jr.","Donald J. Trump",4953,"37.23%",8184,"61.52%"
"5417",2020,45039,"Joseph R. Biden, Jr.","Donald J. Trump",7382,"60.83%",4625,"38.11%"
"5418",2020,45041,"Joseph R. Biden, Jr.","Donald J. Trump",31153,"48.29%",32615,"50.56%"
"5419",2020,45043,"Joseph R. Biden, Jr.","Donald J. Trump",15822,"43.15%",20487,"55.87%"
"5420",2020,45045,"Joseph R. Biden, Jr.","Donald J. Trump",103030,"39.91%",150021,"58.11%"
"5421",2020,45047,"Joseph R. Biden, Jr.","Donald J. Trump",12145,"37.95%",19431,"60.71%"
"5422",2020,45049,"Joseph R. Biden, Jr.","Donald J. Trump",5323,"57.21%",3906,"41.98%"
"5423",2020,45051,"Joseph R. Biden, Jr.","Donald J. Trump",59180,"32.92%",118821,"66.11%"
"5424",2020,45053,"Joseph R. Biden, Jr.","Donald J. Trump",7185,"49.92%",7078,"49.17%"
"5425",2020,45055,"Joseph R. Biden, Jr.","Donald J. Trump",12699,"37.76%",20471,"60.87%"
"5426",2020,45057,"Joseph R. Biden, Jr.","Donald J. Trump",18937,"37.97%",30312,"60.78%"
"5427",2020,45059,"Joseph R. Biden, Jr.","Donald J. Trump",10159,"33.32%",20004,"65.61%"
"5428",2020,45061,"Joseph R. Biden, Jr.","Donald J. Trump",5329,"63.21%",3008,"35.68%"
"5429",2020,45063,"Joseph R. Biden, Jr.","Donald J. Trump",49301,"34.10%",92817,"64.20%"
"5430",2020,45065,"Joseph R. Biden, Jr.","Donald J. Trump",2687,"47.17%",2958,"51.92%"
"5431",2020,45067,"Joseph R. Biden, Jr.","Donald J. Trump",8872,"60.34%",5711,"38.84%"
"5432",2020,45069,"Joseph R. Biden, Jr.","Donald J. Trump",6290,"54.95%",5044,"44.07%"
"5433",2020,45071,"Joseph R. Biden, Jr.","Donald J. Trump",6958,"37.35%",11443,"61.42%"
"5434",2020,45073,"Joseph R. Biden, Jr.","Donald J. Trump",10414,"25.61%",29698,"73.03%"
"5435",2020,45075,"Joseph R. Biden, Jr.","Donald J. Trump",27295,"66.24%",13603,"33.01%"
"5436",2020,45077,"Joseph R. Biden, Jr.","Donald J. Trump",13645,"23.71%",42907,"74.56%"
"5437",2020,45079,"Joseph R. Biden, Jr.","Donald J. Trump",132570,"68.40%",58313,"30.09%"
"5438",2020,45081,"Joseph R. Biden, Jr.","Donald J. Trump",2963,"31.95%",6210,"66.96%"
"5439",2020,45083,"Joseph R. Biden, Jr.","Donald J. Trump",52926,"35.60%",93560,"62.94%"
"5440",2020,45085,"Joseph R. Biden, Jr.","Donald J. Trump",27379,"55.97%",21000,"42.93%"
"5441",2020,45087,"Joseph R. Biden, Jr.","Donald J. Trump",4935,"37.23%",8183,"61.73%"
"5442",2020,45089,"Joseph R. Biden, Jr.","Donald J. Trump",10289,"64.37%",5532,"34.61%"
"5443",2020,45091,"Joseph R. Biden, Jr.","Donald J. Trump",59008,"40.96%",82727,"57.43%"
"5444",2020,46003,"Joseph R. Biden, Jr.","Donald J. Trump",317,"22.56%",1052,"74.88%"
"5445",2020,46005,"Joseph R. Biden, Jr.","Donald J. Trump",2107,"29.76%",4808,"67.90%"
"5446",2020,46007,"Joseph R. Biden, Jr.","Donald J. Trump",466,"39.39%",694,"58.66%"
"5447",2020,46009,"Joseph R. Biden, Jr.","Donald J. Trump",721,"24.03%",2235,"74.48%"
"5448",2020,46011,"Joseph R. Biden, Jr.","Donald J. Trump",6110,"41.94%",8000,"54.92%"
"5449",2020,46013,"Joseph R. Biden, Jr.","Donald J. Trump",6538,"37.26%",10580,"60.30%"
"5450",2020,46015,"Joseph R. Biden, Jr.","Donald J. Trump",673,"27.03%",1750,"70.28%"
"5451",2020,46017,"Joseph R. Biden, Jr.","Donald J. Trump",352,"64.12%",183,"33.33%"
"5452",2020,46019,"Joseph R. Biden, Jr.","Donald J. Trump",939,"19.55%",3731,"77.70%"
"5453",2020,46021,"Joseph R. Biden, Jr.","Donald J. Trump",117,"13.40%",747,"85.57%"
"5454",2020,46023,"Joseph R. Biden, Jr.","Donald J. Trump",1177,"31.11%",2552,"67.46%"
"5455",2020,46025,"Joseph R. Biden, Jr.","Donald J. Trump",437,"23.62%",1373,"74.22%"
"5456",2020,46027,"Joseph R. Biden, Jr.","Donald J. Trump",3083,"54.11%",2456,"43.10%"
"5457",2020,46029,"Joseph R. Biden, Jr.","Donald J. Trump",3837,"29.15%",8958,"68.06%"
"5458",2020,46031,"Joseph R. Biden, Jr.","Donald J. Trump",622,"48.48%",647,"50.43%"
"5459",2020,46033,"Joseph R. Biden, Jr.","Donald J. Trump",1522,"27.70%",3852,"70.11%"
"5460",2020,46035,"Joseph R. Biden, Jr.","Donald J. Trump",2648,"31.32%",5613,"66.39%"
"5461",2020,46037,"Joseph R. Biden, Jr.","Donald J. Trump",1052,"35.49%",1869,"63.06%"
"5462",2020,46039,"Joseph R. Biden, Jr.","Donald J. Trump",609,"25.91%",1699,"72.30%"
"5463",2020,46041,"Joseph R. Biden, Jr.","Donald J. Trump",1131,"57.53%",790,"40.18%"
"5464",2020,46043,"Joseph R. Biden, Jr.","Donald J. Trump",216,"12.65%",1468,"86.00%"
"5465",2020,46045,"Joseph R. Biden, Jr.","Donald J. Trump",417,"21.01%",1538,"77.48%"
"5466",2020,46047,"Joseph R. Biden, Jr.","Donald J. Trump",1053,"26.05%",2878,"71.20%"
"5467",2020,46049,"Joseph R. Biden, Jr.","Donald J. Trump",198,"16.75%",964,"81.56%"
"5468",2020,46051,"Joseph R. Biden, Jr.","Donald J. Trump",1056,"28.20%",2618,"69.91%"
"5469",2020,46053,"Joseph R. Biden, Jr.","Donald J. Trump",455,"20.15%",1771,"78.43%"
"5470",2020,46055,"Joseph R. Biden, Jr.","Donald J. Trump",105,"9.23%",1026,"90.24%"
"5471",2020,46057,"Joseph R. Biden, Jr.","Donald J. Trump",647,"20.99%",2372,"76.94%"
"5472",2020,46059,"Joseph R. Biden, Jr.","Donald J. Trump",373,"20.32%",1433,"78.05%"
"5473",2020,46061,"Joseph R. Biden, Jr.","Donald J. Trump",557,"23.32%",1793,"75.08%"
"5474",2020,46063,"Joseph R. Biden, Jr.","Donald J. Trump",49,"6.03%",748,"92.00%"
"5475",2020,46065,"Joseph R. Biden, Jr.","Donald J. Trump",2953,"33.85%",5522,"63.30%"
"5476",2020,46067,"Joseph R. Biden, Jr.","Donald J. Trump",762,"20.23%",2944,"78.15%"
"5477",2020,46069,"Joseph R. Biden, Jr.","Donald J. Trump",136,"19.15%",564,"79.44%"
"5478",2020,46071,"Joseph R. Biden, Jr.","Donald J. Trump",359,"32.20%",738,"66.19%"
"5479",2020,46073,"Joseph R. Biden, Jr.","Donald J. Trump",270,"26.84%",721,"71.67%"
"5480",2020,46075,"Joseph R. Biden, Jr.","Donald J. Trump",90,"15.03%",498,"83.14%"
"5481",2020,46077,"Joseph R. Biden, Jr.","Donald J. Trump",819,"29.47%",1904,"68.51%"
"5482",2020,46079,"Joseph R. Biden, Jr.","Donald J. Trump",2068,"35.21%",3681,"62.68%"
"5483",2020,46081,"Joseph R. Biden, Jr.","Donald J. Trump",4537,"32.81%",8753,"63.30%"
"5484",2020,46083,"Joseph R. Biden, Jr.","Donald J. Trump",11981,"36.98%",19617,"60.55%"
"5485",2020,46085,"Joseph R. Biden, Jr.","Donald J. Trump",525,"32.87%",1042,"65.25%"
"5486",2020,46087,"Joseph R. Biden, Jr.","Donald J. Trump",769,"26.52%",2068,"71.31%"
"5487",2020,46089,"Joseph R. Biden, Jr.","Donald J. Trump",222,"16.77%",1075,"81.19%"
"5488",2020,46091,"Joseph R. Biden, Jr.","Donald J. Trump",858,"39.39%",1287,"59.09%"
"5489",2020,46093,"Joseph R. Biden, Jr.","Donald J. Trump",3285,"24.03%",9875,"72.24%"
"5490",2020,46095,"Joseph R. Biden, Jr.","Donald J. Trump",298,"38.75%",449,"58.39%"
"5491",2020,46097,"Joseph R. Biden, Jr.","Donald J. Trump",320,"28.12%",787,"69.16%"
"5492",2020,46099,"Joseph R. Biden, Jr.","Donald J. Trump",40482,"43.85%",49249,"53.34%"
"5493",2020,46101,"Joseph R. Biden, Jr.","Donald J. Trump",1179,"36.77%",1951,"60.85%"
"5494",2020,46103,"Joseph R. Biden, Jr.","Donald J. Trump",20606,"35.83%",35063,"60.96%"
"5495",2020,46105,"Joseph R. Biden, Jr.","Donald J. Trump",239,"14.32%",1401,"83.94%"
"5496",2020,46107,"Joseph R. Biden, Jr.","Donald J. Trump",227,"16.45%",1139,"82.54%"
"5497",2020,46109,"Joseph R. Biden, Jr.","Donald J. Trump",1828,"42.44%",2404,"55.82%"
"5498",2020,46111,"Joseph R. Biden, Jr.","Donald J. Trump",257,"21.69%",905,"76.37%"
"5499",2020,46115,"Joseph R. Biden, Jr.","Donald J. Trump",998,"31.55%",2104,"66.52%"
"5500",2020,46117,"Joseph R. Biden, Jr.","Donald J. Trump",421,"25.48%",1203,"72.82%"
"5501",2020,46119,"Joseph R. Biden, Jr.","Donald J. Trump",185,"19.89%",726,"78.06%"
"5502",2020,46121,"Joseph R. Biden, Jr.","Donald J. Trump",1963,"77.31%",532,"20.95%"
"5503",2020,46123,"Joseph R. Biden, Jr.","Donald J. Trump",495,"18.36%",2161,"80.16%"
"5504",2020,46125,"Joseph R. Biden, Jr.","Donald J. Trump",1139,"25.04%",3290,"72.34%"
"5505",2020,46127,"Joseph R. Biden, Jr.","Donald J. Trump",2725,"30.77%",5944,"67.13%"
"5506",2020,46129,"Joseph R. Biden, Jr.","Donald J. Trump",565,"21.90%",1966,"76.20%"
"5507",2020,46135,"Joseph R. Biden, Jr.","Donald J. Trump",4016,"36.84%",6581,"60.38%"
"5508",2020,46137,"Joseph R. Biden, Jr.","Donald J. Trump",481,"53.09%",404,"44.59%"
"5509",2020,47001,"Joseph R. Biden, Jr.","Donald J. Trump",11741,"33.01%",23184,"65.18%"
"5510",2020,47003,"Joseph R. Biden, Jr.","Donald J. Trump",4453,"23.33%",14354,"75.20%"
"5511",2020,47005,"Joseph R. Biden, Jr.","Donald J. Trump",1529,"21.06%",5668,"78.07%"
"5512",2020,47007,"Joseph R. Biden, Jr.","Donald J. Trump",971,"16.86%",4725,"82.06%"
"5513",2020,47009,"Joseph R. Biden, Jr.","Donald J. Trump",17932,"26.92%",47369,"71.12%"
"5514",2020,47011,"Joseph R. Biden, Jr.","Donald J. Trump",9851,"21.48%",35204,"76.76%"
"5515",2020,47013,"Joseph R. Biden, Jr.","Donald J. Trump",2441,"16.35%",12331,"82.58%"
"5516",2020,47015,"Joseph R. Biden, Jr.","Donald J. Trump",1261,"19.23%",5190,"79.15%"
"5517",2020,47017,"Joseph R. Biden, Jr.","Donald J. Trump",2559,"21.50%",9205,"77.32%"
"5518",2020,47019,"Joseph R. Biden, Jr.","Donald J. Trump",4529,"18.49%",19584,"79.96%"
