"","year","county","dem","rep","dem_v","dem_s","rep_v","rep_s"
"1594",2016,30051,"Hillary Clinton","Donald J. Trump",206,"21.44%",698,"72.63%"
"1595",2016,30053,"Hillary Clinton","Donald J. Trump",2041,"21.88%",6729,"72.12%"
"1596",2016,30055,"Hillary Clinton","Donald J. Trump",154,"14.06%",862,"78.72%"
"1597",2016,30057,"Hillary Clinton","Donald J. Trump",1180,"24.88%",3297,"69.51%"
"1598",2016,30059,"Hillary Clinton","Donald J. Trump",193,"19.75%",729,"74.62%"
"1599",2016,30061,"Hillary Clinton","Donald J. Trump",519,"25.80%",1330,"66.10%"
"1600",2016,30063,"Hillary Clinton","Donald J. Trump",31543,"51.95%",22250,"36.64%"
"1601",2016,30065,"Hillary Clinton","Donald J. Trump",332,"13.60%",1967,"80.58%"
"1602",2016,30067,"Hillary Clinton","Donald J. Trump",3595,"38.41%",4980,"53.21%"
"1603",2016,30069,"Hillary Clinton","Donald J. Trump",30,"9.32%",278,"86.34%"
"1604",2016,30071,"Hillary Clinton","Donald J. Trump",318,"14.65%",1723,"79.36%"
"1605",2016,30073,"Hillary Clinton","Donald J. Trump",738,"27.10%",1799,"66.07%"
"1606",2016,30075,"Hillary Clinton","Donald J. Trump",127,"12.06%",884,"83.95%"
"1607",2016,30077,"Hillary Clinton","Donald J. Trump",551,"19.72%",2029,"72.62%"
"1608",2016,30079,"Hillary Clinton","Donald J. Trump",100,"14.51%",556,"80.70%"
"1609",2016,30081,"Hillary Clinton","Donald J. Trump",6223,"27.59%",14810,"65.66%"
"1610",2016,30083,"Hillary Clinton","Donald J. Trump",671,"13.78%",3908,"80.23%"
"1611",2016,30085,"Hillary Clinton","Donald J. Trump",1560,"42.72%",1797,"49.21%"
"1612",2016,30087,"Hillary Clinton","Donald J. Trump",987,"28.58%",2253,"65.25%"
"1613",2016,30089,"Hillary Clinton","Donald J. Trump",1218,"20.46%",4286,"72.00%"
"1614",2016,30091,"Hillary Clinton","Donald J. Trump",477,"25.99%",1241,"67.63%"
"1615",2016,30093,"Hillary Clinton","Donald J. Trump",8619,"52.39%",6376,"38.76%"
"1616",2016,30095,"Hillary Clinton","Donald J. Trump",908,"18.63%",3661,"75.13%"
"1617",2016,30097,"Hillary Clinton","Donald J. Trump",402,"19.08%",1595,"75.70%"
"1618",2016,30099,"Hillary Clinton","Donald J. Trump",808,"25.35%",2170,"68.07%"
"1619",2016,30101,"Hillary Clinton","Donald J. Trump",402,"19.73%",1497,"73.49%"
"1620",2016,30103,"Hillary Clinton","Donald J. Trump",59,"13.32%",351,"79.23%"
"1621",2016,30105,"Hillary Clinton","Donald J. Trump",886,"22.75%",2698,"69.29%"
"1622",2016,30107,"Hillary Clinton","Donald J. Trump",179,"18.92%",702,"74.21%"
"1623",2016,30109,"Hillary Clinton","Donald J. Trump",55,"10.17%",463,"85.58%"
"1624",2016,30111,"Hillary Clinton","Donald J. Trump",22171,"31.45%",40920,"58.05%"
"1625",2016,31001,"Hillary Clinton","Donald J. Trump",3302,"24.44%",9287,"68.73%"
"1626",2016,31003,"Hillary Clinton","Donald J. Trump",383,"11.67%",2732,"83.27%"
"1627",2016,31005,"Hillary Clinton","Donald J. Trump",17,"6.23%",244,"89.38%"
"1628",2016,31007,"Hillary Clinton","Donald J. Trump",19,"4.73%",357,"88.81%"
"1629",2016,31009,"Hillary Clinton","Donald J. Trump",30,"9.46%",276,"87.07%"
"1630",2016,31011,"Hillary Clinton","Donald J. Trump",414,"14.25%",2299,"79.14%"
"1631",2016,31013,"Hillary Clinton","Donald J. Trump",965,"19.60%",3617,"73.46%"
"1632",2016,31015,"Hillary Clinton","Donald J. Trump",128,"11.07%",983,"85.03%"
"1633",2016,31017,"Hillary Clinton","Donald J. Trump",153,"9.58%",1385,"86.73%"
"1634",2016,31019,"Hillary Clinton","Donald J. Trump",4763,"22.54%",14569,"68.95%"
"1635",2016,31021,"Hillary Clinton","Donald J. Trump",930,"26.14%",2367,"66.53%"
"1636",2016,31023,"Hillary Clinton","Donald J. Trump",691,"17.36%",3079,"77.34%"
"1637",2016,31025,"Hillary Clinton","Donald J. Trump",3484,"26.94%",8452,"65.35%"
"1638",2016,31027,"Hillary Clinton","Donald J. Trump",571,"12.92%",3532,"79.91%"
"1639",2016,31029,"Hillary Clinton","Donald J. Trump",171,"9.01%",1648,"86.83%"
"1640",2016,31031,"Hillary Clinton","Donald J. Trump",317,"10.17%",2623,"84.12%"
"1641",2016,31033,"Hillary Clinton","Donald J. Trump",711,"15.09%",3665,"77.80%"
"1642",2016,31035,"Hillary Clinton","Donald J. Trump",477,"15.56%",2422,"79.02%"
"1643",2016,31037,"Hillary Clinton","Donald J. Trump",859,"26.73%",2171,"67.55%"
"1644",2016,31039,"Hillary Clinton","Donald J. Trump",719,"17.65%",3122,"76.63%"
"1645",2016,31041,"Hillary Clinton","Donald J. Trump",641,"11.34%",4695,"83.07%"
"1646",2016,31043,"Hillary Clinton","Donald J. Trump",2314,"36.85%",3616,"57.59%"
"1647",2016,31045,"Hillary Clinton","Donald J. Trump",801,"21.79%",2632,"71.60%"
"1648",2016,31047,"Hillary Clinton","Donald J. Trump",2136,"24.74%",5984,"69.30%"
"1649",2016,31049,"Hillary Clinton","Donald J. Trump",120,"12.20%",809,"82.22%"
"1650",2016,31051,"Hillary Clinton","Donald J. Trump",556,"19.99%",2041,"73.36%"
"1651",2016,31053,"Hillary Clinton","Donald J. Trump",4544,"29.26%",9933,"63.96%"
"1652",2016,31055,"Hillary Clinton","Donald J. Trump",113798,"47.33%",108077,"44.95%"
"1653",2016,31057,"Hillary Clinton","Donald J. Trump",89,"9.34%",823,"86.36%"
"1654",2016,31059,"Hillary Clinton","Donald J. Trump",613,"20.84%",2130,"72.42%"
"1655",2016,31061,"Hillary Clinton","Donald J. Trump",250,"14.94%",1347,"80.51%"
"1656",2016,31063,"Hillary Clinton","Donald J. Trump",161,"12.12%",1110,"83.58%"
"1657",2016,31065,"Hillary Clinton","Donald J. Trump",304,"12.99%",1921,"82.09%"
"1658",2016,31067,"Hillary Clinton","Donald J. Trump",2935,"29.21%",6380,"63.50%"
"1659",2016,31069,"Hillary Clinton","Donald J. Trump",153,"14.23%",869,"80.84%"
"1660",2016,31071,"Hillary Clinton","Donald J. Trump",121,"12.35%",821,"83.78%"
"1661",2016,31073,"Hillary Clinton","Donald J. Trump",166,"16.44%",794,"78.61%"
"1662",2016,31075,"Hillary Clinton","Donald J. Trump",20,"4.94%",367,"90.62%"
"1663",2016,31077,"Hillary Clinton","Donald J. Trump",210,"17.87%",912,"77.62%"
"1664",2016,31079,"Hillary Clinton","Donald J. Trump",6282,"28.48%",14408,"65.31%"
"1665",2016,31081,"Hillary Clinton","Donald J. Trump",878,"17.55%",3783,"75.60%"
"1666",2016,31083,"Hillary Clinton","Donald J. Trump",254,"13.86%",1496,"81.66%"
"1667",2016,31085,"Hillary Clinton","Donald J. Trump",30,"5.84%",472,"91.83%"
"1668",2016,31087,"Hillary Clinton","Donald J. Trump",161,"10.97%",1232,"83.92%"
"1669",2016,31089,"Hillary Clinton","Donald J. Trump",531,"10.38%",4354,"85.07%"
"1670",2016,31091,"Hillary Clinton","Donald J. Trump",40,"9.59%",355,"85.13%"
"1671",2016,31093,"Hillary Clinton","Donald J. Trump",544,"18.17%",2284,"76.29%"
"1672",2016,31095,"Hillary Clinton","Donald J. Trump",837,"23.96%",2399,"68.66%"
"1673",2016,31097,"Hillary Clinton","Donald J. Trump",563,"26.95%",1355,"64.86%"
"1674",2016,31099,"Hillary Clinton","Donald J. Trump",550,"16.69%",2531,"76.79%"
"1675",2016,31101,"Hillary Clinton","Donald J. Trump",571,"14.15%",3235,"80.19%"
"1676",2016,31103,"Hillary Clinton","Donald J. Trump",40,"7.71%",460,"88.63%"
"1677",2016,31105,"Hillary Clinton","Donald J. Trump",230,"13.71%",1330,"79.31%"
"1678",2016,31107,"Hillary Clinton","Donald J. Trump",720,"17.50%",3188,"77.47%"
"1679",2016,31109,"Hillary Clinton","Donald J. Trump",61898,"45.44%",61588,"45.21%"
"1680",2016,31111,"Hillary Clinton","Donald J. Trump",2913,"18.06%",12164,"75.41%"
"1681",2016,31113,"Hillary Clinton","Donald J. Trump",32,"7.06%",400,"88.30%"
"1682",2016,31115,"Hillary Clinton","Donald J. Trump",48,"12.47%",323,"83.90%"
"1683",2016,31117,"Hillary Clinton","Donald J. Trump",14,"4.88%",257,"89.55%"
"1684",2016,31119,"Hillary Clinton","Donald J. Trump",2711,"18.90%",10628,"74.10%"
"1685",2016,31121,"Hillary Clinton","Donald J. Trump",602,"15.89%",2926,"77.24%"
"1686",2016,31123,"Hillary Clinton","Donald J. Trump",284,"12.86%",1802,"81.58%"
"1687",2016,31125,"Hillary Clinton","Donald J. Trump",281,"17.33%",1261,"77.79%"
"1688",2016,31127,"Hillary Clinton","Donald J. Trump",785,"24.83%",2116,"66.94%"
"1689",2016,31129,"Hillary Clinton","Donald J. Trump",353,"16.01%",1726,"78.28%"
"1690",2016,31131,"Hillary Clinton","Donald J. Trump",2025,"27.16%",4860,"65.17%"
"1691",2016,31133,"Hillary Clinton","Donald J. Trump",279,"21.02%",974,"73.40%"
"1692",2016,31135,"Hillary Clinton","Donald J. Trump",161,"11.07%",1217,"83.64%"
"1693",2016,31137,"Hillary Clinton","Donald J. Trump",572,"12.18%",3849,"81.98%"
"1694",2016,31139,"Hillary Clinton","Donald J. Trump",382,"10.52%",3052,"84.08%"
"1695",2016,31141,"Hillary Clinton","Donald J. Trump",2646,"18.33%",10965,"75.97%"
"1696",2016,31143,"Hillary Clinton","Donald J. Trump",413,"16.00%",2028,"78.54%"
"1697",2016,31145,"Hillary Clinton","Donald J. Trump",645,"12.46%",4258,"82.28%"
"1698",2016,31147,"Hillary Clinton","Donald J. Trump",818,"21.50%",2769,"72.77%"
"1699",2016,31149,"Hillary Clinton","Donald J. Trump",70,"8.77%",687,"86.09%"
"1700",2016,31151,"Hillary Clinton","Donald J. Trump",1733,"33.74%",3004,"58.49%"
"1701",2016,31153,"Hillary Clinton","Donald J. Trump",28033,"34.79%",45143,"56.02%"
"1702",2016,31155,"Hillary Clinton","Donald J. Trump",2523,"23.23%",7555,"69.57%"
"1703",2016,31157,"Hillary Clinton","Donald J. Trump",3207,"22.40%",10076,"70.38%"
"1704",2016,31159,"Hillary Clinton","Donald J. Trump",1875,"23.67%",5454,"68.85%"
"1705",2016,31161,"Hillary Clinton","Donald J. Trump",287,"11.00%",2211,"84.78%"
"1706",2016,31163,"Hillary Clinton","Donald J. Trump",340,"21.61%",1150,"73.11%"
"1707",2016,31165,"Hillary Clinton","Donald J. Trump",81,"11.01%",616,"83.70%"
"1708",2016,31167,"Hillary Clinton","Donald J. Trump",417,"14.89%",2187,"78.08%"
"1709",2016,31169,"Hillary Clinton","Donald J. Trump",499,"18.55%",2051,"76.25%"
"1710",2016,31171,"Hillary Clinton","Donald J. Trump",30,"7.63%",344,"87.53%"
"1711",2016,31173,"Hillary Clinton","Donald J. Trump",919,"44.01%",1043,"49.95%"
"1712",2016,31175,"Hillary Clinton","Donald J. Trump",339,"15.37%",1780,"80.73%"
"1713",2016,31177,"Hillary Clinton","Donald J. Trump",2623,"24.22%",7424,"68.54%"
"1714",2016,31179,"Hillary Clinton","Donald J. Trump",835,"22.11%",2693,"71.32%"
"1715",2016,31181,"Hillary Clinton","Donald J. Trump",306,"17.92%",1330,"77.87%"
"1716",2016,31183,"Hillary Clinton","Donald J. Trump",62,"13.33%",377,"81.08%"
"1717",2016,31185,"Hillary Clinton","Donald J. Trump",1186,"18.59%",4700,"73.66%"
"1718",2016,32001,"Hillary Clinton","Donald J. Trump",2210,"20.20%",7830,"71.59%"
"1719",2016,32003,"Hillary Clinton","Donald J. Trump",402227,"52.43%",320057,"41.72%"
"1720",2016,32005,"Hillary Clinton","Donald J. Trump",8454,"30.32%",17415,"62.45%"
"1721",2016,32007,"Hillary Clinton","Donald J. Trump",3401,"18.33%",13551,"73.02%"
"1722",2016,32009,"Hillary Clinton","Donald J. Trump",65,"15.37%",329,"77.78%"
"1723",2016,32011,"Hillary Clinton","Donald J. Trump",74,"8.67%",723,"84.66%"
"1724",2016,32013,"Hillary Clinton","Donald J. Trump",1386,"21.55%",4521,"70.28%"
"1725",2016,32015,"Hillary Clinton","Donald J. Trump",403,"16.70%",1828,"75.76%"
"1726",2016,32017,"Hillary Clinton","Donald J. Trump",285,"13.37%",1671,"78.38%"
"1727",2016,32019,"Hillary Clinton","Donald J. Trump",6146,"25.86%",16005,"67.36%"
"1728",2016,32021,"Hillary Clinton","Donald J. Trump",637,"31.90%",1179,"59.04%"
"1729",2016,32023,"Hillary Clinton","Donald J. Trump",5094,"26.00%",13324,"68.00%"
"1730",2016,32027,"Hillary Clinton","Donald J. Trump",430,"21.70%",1403,"70.79%"
"1731",2016,32029,"Hillary Clinton","Donald J. Trump",752,"29.40%",1616,"63.17%"
"1732",2016,32031,"Hillary Clinton","Donald J. Trump",97379,"46.39%",94758,"45.14%"
"1733",2016,32033,"Hillary Clinton","Donald J. Trump",707,"18.74%",2723,"72.17%"
"1734",2016,32510,"Hillary Clinton","Donald J. Trump",9610,"38.42%",13125,"52.47%"
"1735",2016,33001,"Hillary Clinton","Donald J. Trump",13517,"38.57%",19315,"55.11%"
"1736",2016,33003,"Hillary Clinton","Donald J. Trump",12987,"43.85%",14635,"49.42%"
"1737",2016,33005,"Hillary Clinton","Donald J. Trump",22064,"52.66%",16876,"40.28%"
"1738",2016,33007,"Hillary Clinton","Donald J. Trump",6563,"42.00%",7952,"50.89%"
"1739",2016,33009,"Hillary Clinton","Donald J. Trump",28510,"55.69%",19010,"37.14%"
"1740",2016,33011,"Hillary Clinton","Donald J. Trump",99589,"46.50%",100013,"46.70%"
"1741",2016,33013,"Hillary Clinton","Donald J. Trump",40198,"48.06%",37674,"45.04%"
"1742",2016,33015,"Hillary Clinton","Donald J. Trump",79994,"44.09%",90447,"49.85%"
"1743",2016,33017,"Hillary Clinton","Donald J. Trump",34894,"50.57%",29072,"42.13%"
"1744",2016,33019,"Hillary Clinton","Donald J. Trump",10210,"45.01%",10796,"47.60%"
"1745",2016,34001,"Hillary Clinton","Donald J. Trump",60924,"51.61%",52690,"44.64%"
"1746",2016,34003,"Hillary Clinton","Donald J. Trump",231211,"54.76%",175529,"41.57%"
"1747",2016,34005,"Hillary Clinton","Donald J. Trump",121725,"55.01%",89272,"40.34%"
"1748",2016,34007,"Hillary Clinton","Donald J. Trump",146717,"64.06%",72631,"31.71%"
"1749",2016,34009,"Hillary Clinton","Donald J. Trump",18750,"38.07%",28446,"57.75%"
"1750",2016,34011,"Hillary Clinton","Donald J. Trump",27771,"51.11%",24453,"45.01%"
"1751",2016,34013,"Hillary Clinton","Donald J. Trump",240837,"76.97%",63176,"20.19%"
"1752",2016,34015,"Hillary Clinton","Donald J. Trump",66870,"47.34%",67544,"47.82%"
"1753",2016,34017,"Hillary Clinton","Donald J. Trump",163917,"74.32%",49043,"22.24%"
"1754",2016,34019,"Hillary Clinton","Donald J. Trump",28898,"40.33%",38712,"54.02%"
"1755",2016,34021,"Hillary Clinton","Donald J. Trump",104775,"66.29%",46193,"29.23%"
"1756",2016,34023,"Hillary Clinton","Donald J. Trump",193044,"58.76%",122953,"37.42%"
"1757",2016,34025,"Hillary Clinton","Donald J. Trump",137181,"43.17%",166723,"52.47%"
"1758",2016,34027,"Hillary Clinton","Donald J. Trump",115249,"45.46%",126071,"49.72%"
"1759",2016,34029,"Hillary Clinton","Donald J. Trump",87150,"31.49%",179079,"64.71%"
"1760",2016,34031,"Hillary Clinton","Donald J. Trump",116759,"59.50%",72902,"37.15%"
"1761",2016,34033,"Hillary Clinton","Donald J. Trump",11904,"39.88%",16381,"54.87%"
"1762",2016,34035,"Hillary Clinton","Donald J. Trump",85689,"54.55%",65505,"41.70%"
"1763",2016,34037,"Hillary Clinton","Donald J. Trump",24212,"32.21%",46658,"62.08%"
"1764",2016,34039,"Hillary Clinton","Donald J. Trump",147414,"65.94%",68114,"30.47%"
"1765",2016,34041,"Hillary Clinton","Donald J. Trump",17281,"34.78%",29858,"60.10%"
"1766",2016,35001,"Hillary Clinton","Donald J. Trump",143417,"52.22%",94698,"34.48%"
"1767",2016,35003,"Hillary Clinton","Donald J. Trump",427,"20.84%",1464,"71.45%"
"1768",2016,35005,"Hillary Clinton","Donald J. Trump",5534,"27.30%",12872,"63.50%"
"1769",2016,35006,"Hillary Clinton","Donald J. Trump",3741,"46.40%",3195,"39.63%"
"1770",2016,35007,"Hillary Clinton","Donald J. Trump",2129,"39.93%",2585,"48.48%"
"1771",2016,35009,"Hillary Clinton","Donald J. Trump",3121,"23.34%",9035,"67.58%"
"1772",2016,35011,"Hillary Clinton","Donald J. Trump",193,"21.21%",620,"68.13%"
"1773",2016,35013,"Hillary Clinton","Donald J. Trump",37947,"53.71%",25374,"35.92%"
"1774",2016,35015,"Hillary Clinton","Donald J. Trump",5033,"25.59%",13147,"66.85%"
"1775",2016,35017,"Hillary Clinton","Donald J. Trump",6276,"48.99%",5288,"41.28%"
"1776",2016,35019,"Hillary Clinton","Donald J. Trump",970,"53.09%",595,"32.57%"
"1777",2016,35021,"Hillary Clinton","Donald J. Trump",156,"29.60%",311,"59.01%"
"1778",2016,35023,"Hillary Clinton","Donald J. Trump",784,"41.88%",910,"48.61%"
"1779",2016,35025,"Hillary Clinton","Donald J. Trump",3930,"22.19%",12495,"70.55%"
"1780",2016,35027,"Hillary Clinton","Donald J. Trump",2331,"26.19%",5896,"66.23%"
"1781",2016,35028,"Hillary Clinton","Donald J. Trump",5562,"51.10%",3359,"30.86%"
"1782",2016,35029,"Hillary Clinton","Donald J. Trump",3195,"43.80%",3478,"47.68%"
"1783",2016,35031,"Hillary Clinton","Donald J. Trump",13576,"62.55%",5104,"23.52%"
"1784",2016,35033,"Hillary Clinton","Donald J. Trump",1536,"62.93%",665,"27.24%"
"1785",2016,35035,"Hillary Clinton","Donald J. Trump",6124,"30.53%",11887,"59.26%"
"1786",2016,35037,"Hillary Clinton","Donald J. Trump",1017,"28.47%",2212,"61.93%"
"1787",2016,35039,"Hillary Clinton","Donald J. Trump",9592,"64.47%",3599,"24.19%"
"1788",2016,35041,"Hillary Clinton","Donald J. Trump",1454,"24.44%",3884,"65.28%"
"1789",2016,35043,"Hillary Clinton","Donald J. Trump",27707,"44.91%",25905,"41.99%"
"1790",2016,35045,"Hillary Clinton","Donald J. Trump",12865,"27.90%",27946,"60.61%"
"1791",2016,35047,"Hillary Clinton","Donald J. Trump",7285,"67.76%",2313,"21.51%"
"1792",2016,35049,"Hillary Clinton","Donald J. Trump",50793,"71.10%",14332,"20.06%"
"1793",2016,35051,"Hillary Clinton","Donald J. Trump",1612,"31.11%",3010,"58.10%"
"1794",2016,35053,"Hillary Clinton","Donald J. Trump",3313,"48.24%",2616,"38.09%"
"1795",2016,35055,"Hillary Clinton","Donald J. Trump",10668,"69.91%",2727,"17.87%"
"1796",2016,35057,"Hillary Clinton","Donald J. Trump",1785,"28.23%",3714,"58.73%"
"1797",2016,35059,"Hillary Clinton","Donald J. Trump",320,"18.80%",1216,"71.45%"
"1798",2016,35061,"Hillary Clinton","Donald J. Trump",10841,"39.29%",13215,"47.89%"
"1799",2016,36001,"Hillary Clinton","Donald J. Trump",83071,"59.41%",47808,"34.19%"
"1800",2016,36003,"Hillary Clinton","Donald J. Trump",4882,"26.12%",12525,"67.01%"
"1801",2016,36005,"Hillary Clinton","Donald J. Trump",353646,"88.52%",37797,"9.46%"
"1802",2016,36007,"Hillary Clinton","Donald J. Trump",39212,"45.56%",40943,"47.57%"
"1803",2016,36009,"Hillary Clinton","Donald J. Trump",9497,"30.48%",19692,"63.19%"
"1804",2016,36011,"Hillary Clinton","Donald J. Trump",13522,"40.76%",17384,"52.41%"
"1805",2016,36013,"Hillary Clinton","Donald J. Trump",19091,"35.20%",31594,"58.25%"
"1806",2016,36015,"Hillary Clinton","Donald J. Trump",13757,"38.09%",20097,"55.64%"
"1807",2016,36017,"Hillary Clinton","Donald J. Trump",6775,"33.61%",11921,"59.13%"
"1808",2016,36019,"Hillary Clinton","Donald J. Trump",15059,"46.91%",14449,"45.01%"
"1809",2016,36021,"Hillary Clinton","Donald J. Trump",15284,"49.46%",13756,"44.51%"
"1810",2016,36023,"Hillary Clinton","Donald J. Trump",8771,"43.33%",9900,"48.90%"
"1811",2016,36025,"Hillary Clinton","Donald J. Trump",6627,"33.48%",11942,"60.34%"
"1812",2016,36027,"Hillary Clinton","Donald J. Trump",62285,"47.54%",61821,"47.19%"
"1813",2016,36029,"Hillary Clinton","Donald J. Trump",215456,"50.86%",188303,"44.45%"
"1814",2016,36031,"Hillary Clinton","Donald J. Trump",7762,"45.08%",7958,"46.22%"
"1815",2016,36033,"Hillary Clinton","Donald J. Trump",7297,"43.05%",8221,"48.50%"
"1816",2016,36035,"Hillary Clinton","Donald J. Trump",6496,"30.62%",13462,"63.46%"
"1817",2016,36037,"Hillary Clinton","Donald J. Trump",7650,"28.94%",16915,"63.99%"
"1818",2016,36039,"Hillary Clinton","Donald J. Trump",7405,"33.58%",13073,"59.29%"
"1819",2016,36041,"Hillary Clinton","Donald J. Trump",949,"29.43%",2064,"64.00%"
"1820",2016,36043,"Hillary Clinton","Donald J. Trump",8083,"30.79%",16699,"63.60%"
"1821",2016,36045,"Hillary Clinton","Donald J. Trump",13809,"36.12%",21763,"56.92%"
"1822",2016,36047,"Hillary Clinton","Donald J. Trump",640553,"79.51%",141044,"17.51%"
"1823",2016,36049,"Hillary Clinton","Donald J. Trump",3146,"27.78%",7400,"65.34%"
"1824",2016,36051,"Hillary Clinton","Donald J. Trump",10697,"35.62%",17290,"57.57%"
"1825",2016,36053,"Hillary Clinton","Donald J. Trump",11667,"38.81%",15936,"53.01%"
"1826",2016,36055,"Hillary Clinton","Donald J. Trump",188592,"54.23%",136582,"39.27%"
"1827",2016,36057,"Hillary Clinton","Donald J. Trump",6595,"34.61%",11301,"59.31%"
"1828",2016,36059,"Hillary Clinton","Donald J. Trump",332154,"51.33%",292025,"45.13%"
"1829",2016,36061,"Hillary Clinton","Donald J. Trump",579013,"86.56%",64930,"9.71%"
"1830",2016,36063,"Hillary Clinton","Donald J. Trump",35559,"38.48%",51961,"56.23%"
"1831",2016,36065,"Hillary Clinton","Donald J. Trump",33743,"37.08%",51437,"56.52%"
"1832",2016,36067,"Hillary Clinton","Donald J. Trump",112337,"53.89%",83649,"40.13%"
"1833",2016,36069,"Hillary Clinton","Donald J. Trump",22233,"42.33%",26029,"49.55%"
"1834",2016,36071,"Hillary Clinton","Donald J. Trump",68278,"44.91%",76645,"50.42%"
"1835",2016,36073,"Hillary Clinton","Donald J. Trump",4470,"27.29%",10936,"66.76%"
"1836",2016,36075,"Hillary Clinton","Donald J. Trump",17095,"35.48%",27688,"57.47%"
"1837",2016,36077,"Hillary Clinton","Donald J. Trump",10451,"40.72%",13308,"51.85%"
"1838",2016,36079,"Hillary Clinton","Donald J. Trump",19366,"39.88%",27024,"55.65%"
"1839",2016,36081,"Hillary Clinton","Donald J. Trump",517220,"75.35%",149341,"21.76%"
"1840",2016,36083,"Hillary Clinton","Donald J. Trump",32717,"45.72%",33726,"47.13%"
"1841",2016,36085,"Hillary Clinton","Donald J. Trump",74143,"40.97%",101437,"56.05%"
"1842",2016,36087,"Hillary Clinton","Donald J. Trump",69342,"51.33%",60911,"45.09%"
"1843",2016,36089,"Hillary Clinton","Donald J. Trump",16488,"42.11%",19942,"50.93%"
"1844",2016,36091,"Hillary Clinton","Donald J. Trump",50913,"44.62%",54575,"47.83%"
"1845",2016,36093,"Hillary Clinton","Donald J. Trump",33747,"50.16%",28953,"43.03%"
"1846",2016,36095,"Hillary Clinton","Donald J. Trump",4240,"30.18%",8831,"62.85%"
"1847",2016,36097,"Hillary Clinton","Donald J. Trump",3091,"35.24%",5050,"57.57%"
"1848",2016,36099,"Hillary Clinton","Donald J. Trump",5697,"40.75%",7236,"51.76%"
"1849",2016,36101,"Hillary Clinton","Donald J. Trump",12526,"29.82%",26831,"63.88%"
